labels,tweets
1,fridge amazing think first ever paid fridge always hand down
0,offended whole face waxed
1,heyy brother name tattoed hand call twin love
0,awoken night sweat dream
1,blog edward bella almost kiss really funny mukanya edward mlongo
1,chase ing loud back
0,missed bangin invitation forget cell phone
0,attr ously disasterous even cake almost sorted dress driving drink seriously chaos
1,adam cannot wait till staple center reason going cheesy tour ing loud
0,alright real dakota cause many people dakota believe prove
0,forgot wake early take sister work lame hate waking early rather stay kiss
1,good morning mutual follower make public time line annoying
0,shower help tired part still kind grumpy cheer
1,know come epic venue
0,still sick tomorrow class test
1,watch scene pawl marty youtube funniest shit ever fucking hilarious
0,headache going watch quiz
1,agree shopping actually make thing better
1,watched star trek conclusion star trek history altered unsure liked tough shit
1,like sand hourglass alright life
0,terrible winston sick emotional wreck absolutely
1,another entrance everest poker bankroll builder freeroll sunday
0,wish cavs could another chance dang
1,stuff slow stuff ballady email hook
1,quite gotten folding part clothes alright still waiting step
1,gone back tomorrow like bored know stay
0,work michelle goodbye lunch
1,dude random line video make every time
0,feeling little weather hopefully soon
0,blah forgot read huck finn
0,lakers know alright lakers like final least competitive
0,inspired dulcecandy groomed brow razor always uneven
0,cannot even begin state disappointed nadal withdrawing wimbeldon
1,signing google adsense easy hassle
0,going kinda disappointed right
1,falling asleep goodnight everyone
1,mini computer cute shall twitpic soon
0,feel need invite well almost union station lacc
0,yorkie waited line hour green slip eligible mother devastated
1,went touched movie surprising beautiful message extremely funny special worthy
0,looking forward long ahead
0,lost berry couple week miss
1,amber dress looked awesome spence looked cute
0,would look something like heard complain numerous time sort like term service ing loud
0,good environmental stuff depressing albeit interesting planet shape know ignore futr
1,tennis lesson professional hunk tomorrow time fairfax candy
0,good pace going missed turn ended waved thru
1,back home privat lesson coach totally nice thanks good always meet nice people
0,finaly sleep needed badly
1,cannot wait come jobro party cali style
1,work customer better give crap mood deal little warning possible chicken buyer
1,goodnight fellow friday follower
0,figured pretty good generic blogger blog scraper pointed blog comment used disqus
0,never cannot level love attention tape required totally different animal extinction
0,recently noticed alright gross refuse wear
1,also know world freaking awesome
1,think ryan seacrest basically best host news correspondent radio show person ever want meet
1,following alright looking forward alright tweet
0,bizarre reason attempting switch emacs ready miss electric stop already
0,going sleep disc tree hill much night
1,tweetslip fast dropped mullet line skeedaddled talking much
0,trying wake finding hard
0,someone twitter please smell aquatic mammal getting overpowering
0,omgg life people life forget single like tatto always
0,ing loud movie going scare
1,actually gift tonight hilarious excitement month pregnant thrilled
0,well ing loud making teeth crooked
0,home long night good either
1,bring next week staying house
0,good morning well looking forward good
1,thought stand friend alright mind right
1,angry tuesday need hurry
1,good luck supporting take tonight
1,saturday lyssa birthday start tattoo sari
1,trouble sleeping realized prayed bedtime routine little easier
1,really appreciate john really concerned blessing connect
1,thanks polish lesson ready good night good sleep
0,thing alright falling apart good
1,alright going alright going loosen
0,back coming assault going dropped trending topic
1,site minea friend twitter mine simplistic thanks though
1,life short dwell excited weekend nola girl life good
0,agenda ready pack trip amsterdam shop father tidy room time take world
0,dream duet alot wuld murder lmaoo
0,blackout damansara height poor computer
0,quite heard someone reason
1,pick lisa looking forward night
1,broke recent graduate spending sunday afternoon reading little italy
0,repugs alright effed obama handling iran situation wrong would matter nature politics
1,everything carmina require soloist couple
0,feel like dork using wrong ping group
1,hungry suck well back friend ing loud help supporting something
1,admire alright journalism degree think huge achievement plus good degree alright alright plan
0,okie night scared thought temporary
0,check alright host domain
0,wish could show tonight yorkie look like mine running street
0,went whole food website said hiring
1,make lady gaga poker face
0,leaving home toady feeling like going
0,still cannot decide blogspot tumblr reblogging klasi tumblr
0,somebody stole drive thru tube
0,meat shopping kayy interesting bored
0,finished tamarind fruit alright
1,home important match tired match
0,quite missing knuckle ing loud without phone know anyone selling ing loud
1,working robot sort retro style alright many opinion round voice hmph
1,glad ready friday work nice home sleep little work speech
1,talkn hehe vice versa ing loud
1,pwnd friend actually scam dkjosfjdeofmzz
0,away think site check financial independence book
0,spending bathroom floor want throw
1,ing loud okey analysing handwriting gurreat mood
0,iloveyou since grade first time sigh
0,machi stll daan match comin
0,wishing fishing already pink pole ready used
1,right back wink ready everythings closed norway school
1,used street take hour face afterwards love though
1,well tell frozen simple
1,mobile alright talking siju
1,congrats want think twice twittering midprocess though
1,really good mood ready melted lipstick vaseline vanilla awesome contest entry
